Type,Facility License ID,Facility Name,Street Address,City,State,Zip,Phone Number,County,Inspection Type,Georeferenced Column
Private Inspection Facility,PIF000764,T & D AUTO REPAIRS,116 TENNENT ROAD,MORGANVILLE,NJ,7751,7325918424,MONMOUTH,Auto Only,"116 TENNENT ROAD
MORGANVILLE, NJ 07751
(40.374202, -74.258027)"
Emission Repair Facility,ERF000114,GALLOWAY AUTO & TIRE CTR IN,420 NEW RD,SOMERS POINT,NJ,8244,6099268444,ATLANTIC,Auto Inspection and Emission Repair,"420 NEW RD
SOMERS POINT, NJ 08244
(39.325719, -74.599606)"
Private Inspection Facility,PIF001164,LINA & ITALO P LLC,125 WEST MAIN STREET,BOONTON,NJ,7005,9732990606,MORRIS,Auto Only,"125 WEST MAIN STREET
BOONTON, NJ 07005
(40.907407, -74.420869)"
State Inspection Facility,CIF000032,MANAHAWKIN,220 Recovery Road,Manahawkin,NJ,8050,,OCEAN,Auto Only,
Emission Repair Facility,ERF000037,HAINESPORT ENTERPRISES INC,1466 RT 38 POB 449,HAINESPORT,NJ,8036,6092677392,BURLINGTON,Auto Inspection and Emission Repair,"1466 RT 38 POB 449
HAINESPORT, NJ 08036
(39.980533, -74.818634)"
Emission Repair Facility,ERF000456,LUKES AUTO SERVICE INC*,286 GROVE AVE,VERONA,NJ,7044,9732392611,ESSEX,Auto Inspection and Emission Repair,"286 GROVE AVE
VERONA, NJ 07044
(40.845288, -74.236466)"
Private Inspection Facility,PIF001218,GODWIN EXXON S/C,178 GODWIN AVENUE,WYCKOFF,NJ,7481,2018912494,BERGEN,Auto Only,"178 GODWIN AVENUE
WYCKOFF, NJ 07481
(41.005353, -74.159336)"
Private Inspection Facility,PIF011316,8 BAY CORPORATION,123 HWY 35,KEYPORT,NJ,7735,7327398919,MONMOUTH,Auto Only,"123 HWY 35
KEYPORT, NJ 07735
(40.427981, -74.208407)"
Private Inspection Facility,PIF000124,WAKEMAN AUTO REPAIR INC,119 VERONA AVE,NEWARK,NJ,7104,9734824283,ESSEX,Auto Only,"119 VERONA AVE
NEWARK, NJ 07104
(40.780195, -74.158025)"
Emission Repair Facility,ERF002148,SIM & LEE CORP,26 W HUDSON AVE,ENGLEWOOD,NJ,7631,2015680099,BERGEN,Auto Only,"26 W HUDSON AVE
ENGLEWOOD, NJ 07631
(40.910324, -73.969364)"
Emission Repair Facility,ERF000690,BEYER BROS CORP,109 BROAD AVE,FAIRVIEW,NJ,7022,2019433100,BERGEN,Auto Inspection and Emission Repair,"109 BROAD AVE
FAIRVIEW, NJ 07022
(40.818294, -74.007864)"
Emission Repair Facility,ERF000333,WELSHS MOTOR SALES INC*,36 DUMONT RD PO BOX 5,FAR HILLS,NJ,7931,9082340109,SOMERSET,Auto Only,"36 DUMONT RD PO BOX 5
FAR HILLS, NJ 07931
(40.684643, -74.6351)"
Private Inspection Facility,PIF001003,WOORI AUTO REP & BODY CORP,416 COMMERCIAL AVE,PALISADES PARK,NJ,7650,2015920009,BERGEN,Auto Only,"416 COMMERCIAL AVE
PALISADES PARK, NJ 07650
(40.853123, -74.000897)"
Emission Repair Facility,ERF002891,DCH MONMOUTH LLC,4225 US HWY 9,FREEHOLD,NJ,7728,7324620042,MONMOUTH,Auto Only,"4225 US HWY 9
FREEHOLD, NJ 07728
(40.275361, -74.29407)"
Emission Repair Facility,ERF001635,BURNS BUICK GMC INC,500 RTE 70,MARLTON,NJ,8053,8569836060,BURLINGTON,Auto Inspection and Emission Repair,"500 RTE 70
MARLTON, NJ 08053
(39.88108, -74.92197)"
Emission Repair Facility,ERF001727,PINNACLE MOTOR WORKS INC,10 BAY ST,STIRLING,NJ,7980,9086471799,UNION,Auto Inspection and Emission Repair,"10 BAY ST
STIRLING, NJ 07980
(40.667684, -74.485978)"
Emission Repair Facility,ERF003169,A.J.M. SERVICE CENTERS INC,14 PARK PLACE,FLANDERS,NJ,7836,9735840326,MORRIS,Auto Inspection and Emission Repair,"14 PARK PLACE
FLANDERS, NJ 07836
(40.843602, -74.695532)"
Emission Repair Facility,ERF003434,BRIDGE ST ATOM SVC CNTR LLC,736 FRENCHTOWN ROAD,MILFORD,NJ,8848,9089963731,HUNTERDON,Auto Inspection and Emission Repair,"736 FRENCHTOWN ROAD
MILFORD, NJ 08848
(40.549201, -75.069741)"
Emission Repair Facility,ERF001404,ATTA TRANSMISSION INC,400-C HIGH ST,HACKETTSTOWN,NJ,7840,9088522000,WARREN,Auto Inspection and Emission Repair,"400-C HIGH ST
HACKETTSTOWN, NJ 07840
(40.859049, -74.828029)"
Private Inspection Facility,PIF000486,J.R.M. AUTO SERVICE INC,5209-11 KENNEDY BLVD,NORTH BERGEN,NJ,7047,2018631414,HUDSON,Auto Only,"5209-11 KENNEDY BLVD
NORTH BERGEN, NJ 07047
(40.784995, -74.022957)"
Private Inspection Facility,PIF007942,A & T AUTO REPAIR INC,187 CHANGEBRIDGE RD,MONTVILLE,NJ,7045,9733355338,MORRIS,Auto Only,"187 CHANGEBRIDGE RD
MONTVILLE, NJ 07045
(40.88523, -74.365028)"
Private Inspection Facility,PIF010547,SANDBERG ENTERPRISES INC,2 SOUTH AVE.,FANWOOD,NJ,7023,9083229088,UNION,Auto Only,"2 SOUTH AVE.
FANWOOD, NJ 07023
(40.635431, -74.392215)"
Private Inspection Facility,PIF001032,SBJ INC,908 KING GEORGE ROAD,FORDS,NJ,8863,7327389797,MIDDLESEX,Auto Only,"908 KING GEORGE ROAD
FORDS, NJ 08863
(40.528097, -74.316864)"
Private Inspection Facility,PIF008337,SALVATORE AUTO SERVICE INC,302 LINCOLN BLVD,MIDDLESEX,NJ,8846,7325600896,MIDDLESEX,Auto Only,"302 LINCOLN BLVD
MIDDLESEX, NJ 08846
(40.565871, -74.503593)"
Private Inspection Facility,PIF003179,CRANFORD SUNOCO CENTER INC,361 CENTENNIAL A,CRANFORD,NJ,7016,9082761717,UNION,Auto Only,"361 CENTENNIAL A
CRANFORD, NJ 07016
(40.647922, -74.293414)"
Private Inspection Facility,PIF001292,OZ NE LLC,100 JOHN F KENNEDY WAY,WILLINGBORO,NJ,8046,6098351166,BURLINGTON,Auto Only,"100 JOHN F KENNEDY WAY
WILLINGBORO, NJ 08046
(40.015992, -74.886411)"
Emission Repair Facility,ERF003333,STRAIGHT LINE AUTOMOTIVE,81 FRENEAU AVE,MATAWAN,NJ,7747,7325668000,MONMOUTH,Auto Only,"81 FRENEAU AVE
MATAWAN, NJ 07747
(40.398727, -74.236321)"
Private Inspection Facility,PIF004099,DONS AUTO REPAIR INC,45 BEAVER AVENUE PO BOX 73,ANNANDALE,NJ,8801,9087355600,HUNTERDON,Auto Only,"45 BEAVER AVENUE PO BOX 73
ANNANDALE, NJ 08801
(40.640821, -74.881655)"
Private Inspection Facility,PIF000739,TRANSPORT EQUIPMENT SALES,286 CENTRAL AVE,S KEARNY,NJ,7032,9735894100,HUDSON,Diesel Only,"286 CENTRAL AVE
S KEARNY, NJ 07032
(40.735223, -74.106544)"
Emission Repair Facility,ERF001982,PEACE OF MIND AUTOMOTIVE,709 LAKE SHORE DR,LK PARSIPPANY,NJ,7054,9738872140,MORRIS,Auto Inspection and Emission Repair,"709 LAKE SHORE DR
LK PARSIPPANY, NJ 07054
(40.84839, -74.440026)"
Emission Repair Facility,ERF002916,TILTON AUTOMOTIVE LLC,PO BOX 1265/281 RT 46 E,DENVILLE,NJ,7834,9736270900,MORRIS,Auto Inspection and Emission Repair,
Private Inspection Facility,PIF011540,CIRCLE MOBIL SER ST INC,9 BENNETTE RD,ENGLEWOOD,NJ,7631,2015699399,BERGEN,Auto Only,"9 BENNETTE RD
ENGLEWOOD, NJ 07631
(40.896245, -73.97991)"
Private Inspection Facility,PIF000972,DONOVANS AUTOMOTIVE LLC,200 N PAVILLION AVENUE,RIVERSIDE,NJ,8075,8564614525,BURLINGTON,Auto Only,"200 N PAVILLION AVENUE
RIVERSIDE, NJ 08075
(40.03982, -74.959335)"
Private Inspection Facility,PIF000847,WILLIAM C SCHAPPELL & SONS,27 RT 46 EAST,HACKETTSTOWN,NJ,7840,9088526410,WARREN,Diesel Only,"27 RT 46 EAST
HACKETTSTOWN, NJ 07840
(40.84752, -74.817277)"
Private Inspection Facility,PIF000567,FISALS SERVICE LLC,530 W. BROADWAY,HALEDON,NJ,7508,9739422058,PASSAIC,Auto Only,"530 W. BROADWAY
HALEDON, NJ 07508
(40.93048, -74.190577)"
Emission Repair Facility,ERF002732,M & M AUTO SERVICE INC,3215 BRIDGE AVE,POINT PLEASANT,NJ,8742,7328923500,OCEAN,Auto Only,"3215 BRIDGE AVE
POINT PLEASANT, NJ 08742
(40.077853, -74.086929)"
Private Inspection Facility,PIF008373,KNEBLES AUTO SERV CTR INC,5473 SOMERS PT MAYSLANDING,MAYS LANDING,NJ,8330,6096253286,ATLANTIC,Auto Only,
Private Inspection Facility,PIF000057,BUDGET MUFFLER & BRAKES,4 NORTH 8TH ST,VINELAND,NJ,8360,8565070767,CUMBERLAND,Auto Only,"4 NORTH 8TH ST
VINELAND, NJ 08360
(39.485867, -75.018701)"
Private Inspection Facility,PIF010600,WINTER'S AUTOMOTIVE INC,816 CINNAMINSON AVENUE,PALMYRA,NJ,8065,8568291768,BURLINGTON,Auto Only,"816 CINNAMINSON AVENUE
PALMYRA, NJ 08065
(39.999537, -75.020071)"
Private Inspection Facility,PIF010563,B & E SERVICE INC.,86 KLOCKNER RD.,TRENTON,NJ,8619,6095865400,MERCER,Auto Only,"86 KLOCKNER RD.
TRENTON, NJ 08619
(40.248561, -74.711055)"
Emission Repair Facility,ERF003468,DD SERVICES,3145 ROUTE 88,POINT PLESANT,NJ,8742,7328929494,SALEM,Auto Only,"3145 ROUTE 88
POINT PLESANT, NJ 08742
(40.079755, -74.085915)"
Emission Repair Facility,ERF000493,GLASSONS AUTO REPAIR LLC,759 RAHWAY AVE,WOODBRIDGE,NJ,7095,7328559696,MIDDLESEX,Auto Inspection and Emission Repair,"759 RAHWAY AVE
WOODBRIDGE, NJ 07095
(40.567756, -74.272299)"
Private Inspection Facility,PIF001246,HEIGHTS BOULEVARD SERV LLC,321 BOULEVARD,HASBROUCK HGTS,NJ,7604,2012885959,BERGEN,Auto Only,"321 BOULEVARD
HASBROUCK HGTS, NJ 07604
(40.865205, -74.07486)"
Private Inspection Facility,PIF000650,MONTYS TIRE & AUTO CNTR LLC,1268 N DELSEA DR,VINELAND,NJ,8360,8566922669,CUMBERLAND,Auto Only,"1268 N DELSEA DR
VINELAND, NJ 08360
(39.505636, -75.04164)"
Emission Repair Facility,ERF001464,CAPTAN AUTO REPAIRS LLC,490 MAIN ST,LODI,NJ,7644,9734731979,BERGEN,Auto Inspection and Emission Repair,"490 MAIN ST
LODI, NJ 07644
(40.889673, -74.080313)"
Private Inspection Facility,PIF001931,MULLANEY TIRE SERVICE I,310 BROAD ST,MATAWAN,NJ,7747,7325661940,MONMOUTH,Auto Only,"310 BROAD ST
MATAWAN, NJ 07747
(40.404297, -74.236095)"
Private Inspection Facility,PIF000796,NATIONAL SAFETY COMPL INC,195 LEHIGH AVENUE STE #4,LAKEWOOD,NJ,8701,7328867311,OCEAN,Auto and Diesel,"195 LEHIGH AVENUE STE #4
LAKEWOOD, NJ 08701
(40.072511, -74.172396)"
Emission Repair Facility,ERF002116,"HAZLET AUTO SRV CTR, INC",3039 STATE ROUTE 35,HAZLET,NJ,7730,7322031300,MONMOUTH,Auto Inspection and Emission Repair,"3039 STATE ROUTE 35
HAZLET, NJ 07730
(40.419113, -74.179965)"
Private Inspection Facility,PIF001346,JIMS REPAIR SHOP LLC,10 WRIGHTSTOWN COOKSTN RD,COOKSTOWN,NJ,8511,6097588686,BURLINGTON,Auto Only,"10 WRIGHTSTOWN COOKSTN RD
COOKSTOWN, NJ 08511
(40.04163, -74.579835)"
Private Inspection Facility,PIF001370,SILVERTON DIESEL ATMTVE LLC,36 IRONS STREET,TOMS RIVER,NJ,8753,7329294666,OCEAN,Auto Only,"36 IRONS STREET
TOMS RIVER, NJ 08753
(39.953325, -74.19977)"
Emission Repair Facility,ERF000955,CAPE MAY GULF INC,WASHINGTON ST & YACHT AVE,CAPE MAY,NJ,8204,6098844848,CAPE MAY,Auto Only,"WASHINGTON ST & YACHT AVE
CAPE MAY, NJ 08204
(38.947174, -74.909914)"
Emission Repair Facility,ERF002216,LEE IMPORTS,129 NEWARK-POMPTON TRNPK,PEQUANNOCK,NJ,7440,9736966789,MORRIS,Auto Only,"129 NEWARK-POMPTON TRNPK
PEQUANNOCK, NJ 07440
(40.946337, -74.286481)"
Private Inspection Facility,PIF009184,ATHENS AUTO SERVICE INC,1591 TEANECK RD.,TEANECK,NJ,7666,2018371313,BERGEN,Auto Only,"1591 TEANECK RD.
TEANECK, NJ 07666
(40.905042, -73.998758)"
Private Inspection Facility,PIF001170,INTERSTATE EQUIP REPAIR INC,690 WASHINGTON AVE,CARLSTADT,NJ,7072,2019330755,BERGEN,Diesel Only,"690 WASHINGTON AVE
CARLSTADT, NJ 07072
(40.827105, -74.056015)"
Private Inspection Facility,PIF000342,NEW BRIDGE CAR CARE CTR LLC,343 TENAFLY ROAD,TENAFLY,NJ,7670,2018160015,BERGEN,Auto Only,"343 TENAFLY ROAD
TENAFLY, NJ 07670
(40.924751, -73.967788)"
Private Inspection Facility,PIF000723,BITTONE EQUIPMENT SRVCS LLC,338 LIBERTY RD,STEWARTSVILLE,NJ,8886,9088590901,WARREN,Diesel Only,"338 LIBERTY RD
STEWARTSVILLE, NJ 08886
(40.707496, -75.130621)"
Private Inspection Facility,PIF011512,RIVERVIEW SRV CENTER LLC,557 RIVER DRIVE,ELMWOOD PARK,NJ,7407,2017948082,BERGEN,Auto Only,"557 RIVER DRIVE
ELMWOOD PARK, NJ 07407
(40.902449, -74.127134)"
Emission Repair Facility,ERF003222,BOTANY VILLAGE SER CTR LLC,113 ACKERMAN AVE,CLIFTON,NJ,7011,9735469884,PASSAIC,Auto Inspection and Emission Repair,"113 ACKERMAN AVE
CLIFTON, NJ 07011
(40.878033, -74.124917)"
Emission Repair Facility,ERF002495,NJ DOT BUREAU OF EQUIPMENT,120 DANIELS WAY,FREEHOLD,NJ,7728,6099631616,MONMOUTH,Auto Only,"120 DANIELS WAY
FREEHOLD, NJ 07728
(40.244327, -74.269382)"
Private Inspection Facility,PIF007260,DAVES FRIENDLY SERVICE INC,288 W WASHINGTON AVE,WASHINGTON,NJ,7882,9086890463,WARREN,Auto Only,"288 W WASHINGTON AVE
WASHINGTON, NJ 07882
(40.755474, -74.993606)"
Emission Repair Facility,ERF003166,FRANKS AUTO REPAIR INC,56 MARTINE AVE,FANWOOD,NJ,7023,9083224075,UNION,Auto Inspection and Emission Repair,"56 MARTINE AVE
FANWOOD, NJ 07023
(40.639965, -74.382565)"
Private Inspection Facility,PIF000848,MAURICE SCHWARTZ AND SONS I,585 SHREWSBURY AVE,SHREWSBURY,NJ,7702,7325304100,MONMOUTH,Diesel Only,"585 SHREWSBURY AVE
SHREWSBURY, NJ 07702
(40.33018, -74.073833)"
Emission Repair Facility,ERF003051,ORLANDOS SERV CORP,4914 PALISADE AVE,W NEW YORK,NJ,7093,2018646101,HUDSON,Auto Inspection and Emission Repair,"4914 PALISADE AVE
W NEW YORK, NJ 07093
(40.781612, -74.01912)"
Emission Repair Facility,ERF000186,PRO CAT INC,1920 HWY 37 EAST,TOMS RIVER,NJ,8753,7322703766,OCEAN,Auto Inspection and Emission Repair,"1920 HWY 37 EAST
TOMS RIVER, NJ 08753
(39.95112, -74.143779)"
Private Inspection Facility,PIF001110,VAN METER AUTO REPAIR,395 WENONAH AVENUE,MANTUA,NJ,8051,8564152022,GLOUCESTER,Auto Only,"395 WENONAH AVENUE
MANTUA, NJ 08051
(39.790849, -75.162535)"
Private Inspection Facility,PIF001073,ROVICK ENTERPRISES INC,279 US 1 SOUTH,EDISON,NJ,8817,7327771122,MIDDLESEX,Auto Only,"279 US 1 SOUTH
EDISON, NJ 08817
(40.500919, -74.405093)"
Private Inspection Facility,PIF001325,ATOMIC TIRE & AUTO SRVC,2 GEORGETOWN ROAD,WRIGHTSTOWN,NJ,8562,6099015500,BURLINGTON,Auto Only,"2 GEORGETOWN ROAD
WRIGHTSTOWN, NJ 08562
(40.0411, -74.617996)"
Emission Repair Facility,ERF001068,CHERRY HILL NISSAN INC,2325 RTE 38,CHERRY HILL,NJ,8002,8566678300,CAMDEN,Auto Inspection and Emission Repair,"2325 RTE 38
CHERRY HILL, NJ 08002
(39.93999, -75.012244)"
Private Inspection Facility,PIF000851,QUALITY TRUCK CENTER LLC,609 WEST WHITE HORSE PIKE,EGG HRBR CITY,NJ,8215,6099659200,ATLANTIC,Diesel Only,"609 WEST WHITE HORSE PIKE
EGG HRBR CITY, NJ 08215
(39.49419, -74.597932)"
Emission Repair Facility,ERF001904,E 33RD ST CORP,582 MCBRIDE AVE,W PATERSON,NJ,7424,9732789494,PASSAIC,Auto Only,"582 MCBRIDE AVE
W PATERSON, NJ 07424
(40.904755, -74.197771)"
Emission Repair Facility,ERF000889,NEWTON GULF LLC,106 WOODSIDE AVE,NEWTON,NJ,7860,9733839566,SUSSEX,Auto Inspection and Emission Repair,"106 WOODSIDE AVE
NEWTON, NJ 07860
(41.046078, -74.756835)"
Private Inspection Facility,PIF005053,R & M AUTO REPAIR INC,533 3RD AVE,ELIZABETH,NJ,7202,9082899315,UNION,Auto Only,"533 3RD AVE
ELIZABETH, NJ 07202
(40.653114, -74.203849)"
Emission Repair Facility,ERF000154,PERROTTI BROS EXXON,105 CHESTNUT ST,ROSELLE,NJ,7203,9082451262,UNION,Auto Inspection and Emission Repair,"105 CHESTNUT ST
ROSELLE, NJ 07203
(40.660045, -74.263576)"
Private Inspection Facility,PIF011995,PARAMUS CHEVROLET INC,194 RT 17N,PARAMUS,NJ,7652,2012617100,BERGEN,Auto Only,"194 RT 17N
PARAMUS, NJ 07652
(40.933175, -74.070626)"
Private Inspection Facility,PIF009762,SUNSET TEXACO INC,650 A SEASHORE RD,ERMA,NJ,8204,6098845105,CAPE MAY,Auto Only,"650 A SEASHORE RD
ERMA, NJ 08204
(38.987486, -74.902278)"
Emission Repair Facility,ERF000279,FACTORY TUNE AUTO INC,1321 N.BLACKHORSE PIKE,WILLIAMSTOWN,NJ,8094,8567289022,GLOUCESTER,Auto Inspection and Emission Repair,"1321 N.BLACKHORSE PIKE
WILLIAMSTOWN, NJ 08094
(39.704945, -75.008527)"
Private Inspection Facility,PIF000827,ROBERT H HOOVER & SONS,1784 RT 9,TOMS RIVER,NJ,8753,7323412128,OCEAN,Diesel Only,"1784 RT 9
TOMS RIVER, NJ 08753
(40.015551, -74.218361)"
Private Inspection Facility,PIF009606,A & S AUTO REPAIR INC.,138 TORONITA AVENUE,TRENTON,NJ,8610,6095877766,MERCER,Auto Only,"138 TORONITA AVENUE
TRENTON, NJ 08610
(40.207986, -74.712445)"
Emission Repair Facility,ERF003036,R & T AUTOMOTIVE LLC,59 RTE 94 - PO BOX 111,BLAIRSTOWN,NJ,7825,9083620061,WARREN,Auto Inspection and Emission Repair,
Private Inspection Facility,PIF000877,CERTIFIED TRANSP REP INC,688 CENTER AVE POBX 151,BELFORD,NJ,7718,7327872343,MONMOUTH,Diesel Only,"688 CENTER AVE POBX 151
BELFORD, NJ 07718
(40.425505, -74.081089)"
Emission Repair Facility,ERF001280,BERKY'S AUTO SERVICE LLC,28 JACKSON MILLS RD.,FREEHOLD,NJ,7728,7324318687,MONMOUTH,Auto Inspection and Emission Repair,"28 JACKSON MILLS RD.
FREEHOLD, NJ 07728
(40.221488, -74.2702)"
Private Inspection Facility,PIF008207,CENTRAL BERGEN SALES & SERV,51 WOODBINE ST,BERGENFIELD,NJ,7621,2013848787,BERGEN,Auto Only,"51 WOODBINE ST
BERGENFIELD, NJ 07621
(40.919637, -74.00025)"
Private Inspection Facility,PIF011790,BJ&M AUTO INC,420-424 SPRING STREET,ELIZABETH,NJ,7201,9083524440,UNION,Auto and Diesel,"420-424 SPRING STREET
ELIZABETH, NJ 07201
(40.667863, -74.203565)"
Emission Repair Facility,ERF001187,NICK & GEORGE CORP,229 ROUTE 18,E BRUNSWICK,NJ,8816,7322514333,MIDDLESEX,Auto Inspection and Emission Repair,"229 ROUTE 18
E BRUNSWICK, NJ 08816
(40.465747, -74.406201)"
Emission Repair Facility,ERF000101,THE MOTOR WORKS INC,104 STEINMETZ RD,HILLSBOROUGH,NJ,8844,9088743573,SOMERSET,Auto Inspection and Emission Repair,"104 STEINMETZ RD
HILLSBOROUGH, NJ 08844
(40.498539, -74.640398)"
Private Inspection Facility,PIF001515,R.P.M. GARAGE INC.,466 NORTH AVE EAST,WESTFIELD,NJ,7090,9087892460,UNION,Auto Only,"466 NORTH AVE EAST
WESTFIELD, NJ 07090
(40.651485, -74.338462)"
Emission Repair Facility,ERF003101,BEACON HILL AUTO SERVICE,99 MIDDLESEX AVE,METUCHEN,NJ,8840,7323211119,MIDDLESEX,Auto Inspection and Emission Repair,"99 MIDDLESEX AVE
METUCHEN, NJ 08840
(40.553121, -74.349209)"
Private Inspection Facility,PIF006271,RAYGAR INC *,85 STEINER AVE,NEPTUNE CITY,NJ,7753,7327753331,MONMOUTH,Auto Only,"85 STEINER AVE
NEPTUNE CITY, NJ 07753
(40.197762, -74.023772)"
Private Inspection Facility,PIF000781,COAST CITIES EQUIP SLS INC,1201 HWY 35,NEPTUNE,NJ,7753,7327748100,MONMOUTH,Diesel Only,"1201 HWY 35
NEPTUNE, NJ 07753
(40.191197, -74.024812)"
Private Inspection Facility,PIF000898,DEMAREST AUTO SERVICE INC,140 HARDENBURGH AVE,DEMAREST,NJ,7627,2017673919,BERGEN,Auto Only,"140 HARDENBURGH AVE
DEMAREST, NJ 07627
(40.957197, -73.963504)"
Emission Repair Facility,ERF001989,HUDSON COLLISION CENTER INC,641 KENNEDY BLVD,BAYONNE,NJ,7002,2013391706,GLOUCESTER,Auto Only,"641 KENNEDY BLVD
BAYONNE, NJ 07002
(40.667708, -74.121562)"
Private Inspection Facility,PIF000895,BARTS EQUIPMENT SERVICE,2203 GARRY ROAD,CINNAMINSON,NJ,8077,8568297640,BURLINGTON,Diesel Only,"2203 GARRY ROAD
CINNAMINSON, NJ 08077
(40.011147, -74.987583)"
Private Inspection Facility,PIF011037,VETTE 22 INC,1254 RT 22,MOUNTAINSIDE,NJ,7092,9082324525,UNION,Auto Only,"1254 RT 22
MOUNTAINSIDE, NJ 07092
(40.675775, -74.348324)"
Emission Repair Facility,ERF002871,LIBERTY AUTOMOTIVE LTD,4397 ROUTE 130 SOUTH,BURLINGTON,NJ,8016,6093866300,BURLINGTON,Auto Only,"4397 ROUTE 130 SOUTH
BURLINGTON, NJ 08016
(40.057874, -74.886244)"
Private Inspection Facility,PIF000278,MAGNOLIA SERVICE #1 INC,1080 MAGNOLIA AVE,ELIZABETH,NJ,7201,9083545555,UNION,Auto Only,"1080 MAGNOLIA AVE
ELIZABETH, NJ 07201
(40.668269, -74.208008)"
Private Inspection Facility,PIF000683,SMALLEY AUTOMOTIVE INC,3114 ROUTE 88,PT. PLEASANT,NJ,8742,7328990808,OCEAN,Auto Only,"3114 ROUTE 88
PT. PLEASANT, NJ 08742
(40.080268, -74.083385)"
Private Inspection Facility,PIF000116,CENTRAL AUTO TECH,431 BROAD AVE,LEONIA,NJ,7605,2019440836,BERGEN,Auto Only,"431 BROAD AVE
LEONIA, NJ 07605
(40.865455, -73.985251)"
Emission Repair Facility,ERF002334,SOUTH MAIN AUTOMOTIVE LLC,307 SO MAIN ST,FLEMINGTON,NJ,8822,9087888713,HUNTERDON,Auto Inspection and Emission Repair,
Private Inspection Facility,PIF010487,PINE HILL GETTY & TIRE INC,912 ERIAL RD,PINE HILL,NJ,8021,8567843100,CAMDEN,Auto Only,"912 ERIAL RD
PINE HILL, NJ 08021
(39.784652, -74.991826)"
Emission Repair Facility,ERF001414,PETROLEUM ENERGY PEOPLE INC,434 BRANCHPORT AVE,OCEANPORT,NJ,7757,7322297005,MONMOUTH,Auto Only,"434 BRANCHPORT AVE
OCEANPORT, NJ 07757
(40.313524, -74.007156)"
Emission Repair Facility,ERF002567,M T IMPORTS INC,750 ROUTE 36 EAST,EATONTOWN,NJ,7724,7325441000,MONMOUTH,Auto Only,
Emission Repair Facility,ERF000614,BARNEYS SERVICE CENTER INC*,577E COUNTY LINE,LAKEWOOD,NJ,8701,7323632085,OCEAN,Auto Inspection and Emission Repair,
Emission Repair Facility,ERF001667,M AND C AUTO REPAIR,489 W 1ST AVE,ROSELLE,NJ,7203,9082416020,UNION,Auto Only,"489 W 1ST AVE
ROSELLE, NJ 07203
(40.658267, -74.277231)"
Emission Repair Facility,ERF001689,JERRY NOONANS AUTO CENTER I,251 APPLEGARTH RD,MONROE TWP,NJ,8831,6096552886,MIDDLESEX,Auto Inspection and Emission Repair,"251 APPLEGARTH RD
MONROE TWP, NJ 08831
(40.302429, -74.473284)"
Emission Repair Facility,ERF000024,MIDTOWN AUTO REPAIR,348 BROADWAY,BAYONNE,NJ,7002,2018582959,HUDSON,Auto Inspection and Emission Repair,"348 BROADWAY
BAYONNE, NJ 07002
(40.658938, -74.122477)"
Emission Repair Facility,ERF002177,"A & B UNDERCAR REPAIR, INC",700 TONNELE AVE,JERSEY CITY,NJ,7307,2016593551,HUDSON,Auto Inspection and Emission Repair,"700 TONNELE AVE
JERSEY CITY, NJ 07307
(40.753994, -74.056412)"
Emission Repair Facility,ERF000737,S & S AUTO INC,1620 PATERSON PLANK RD,SECAUCUS,NJ,7094,2016015830,HUDSON,Auto Only,"1620 PATERSON PLANK RD
SECAUCUS, NJ 07094
(40.802281, -74.05893)"
Private Inspection Facility,PIF001013,ROB AUTO SRV OF NJ INC,364 OAK RIDGE ROAD,OAKRIDGE,NJ,7438,9736977009,PASSAIC,Auto Only,"364 OAK RIDGE ROAD
OAKRIDGE, NJ 07438
(41.045598, -74.486112)"
Private Inspection Facility,PIF000798,J SONS EQUIPMENT OVERHAUL I,425 BERGEN AVE,KEARNY,NJ,7032,2019971684,HUDSON,Diesel Only,"425 BERGEN AVE
KEARNY, NJ 07032
(40.75285, -74.138012)"
Emission Repair Facility,ERF000807,MADISON AVE GULF INC,6702 ROUTE 9 SOUTH,HOWELL,NJ,7731,7329426996,MONMOUTH,Auto Inspection and Emission Repair,"6702 ROUTE 9 SOUTH
HOWELL, NJ 07731
(40.115129, -74.218882)"
Private Inspection Facility,PIF009355,CHERRY HILL NISSAN INC,2325 RTE 38,CHERRY HILL,NJ,8002,8566678300,CAMDEN,Auto Only,"2325 RTE 38
CHERRY HILL, NJ 08002
(39.93999, -75.012244)"
Private Inspection Facility,PIF008447,THREE STAR AUTO SERVICE,153 PROSPECT PLAINS RD,MONROE,NJ,8831,6096551122,MIDDLESEX,Auto Only,"153 PROSPECT PLAINS RD
MONROE, NJ 08831
(40.321023, -74.452993)"
Emission Repair Facility,ERF002688,FORT LEE SERVICE CENTER LLC,543 MAIN STREET,FORT LEE,NJ,7024,2015928494,BERGEN,Auto Inspection and Emission Repair,"543 MAIN STREET
FORT LEE, NJ 07024
(40.856835, -73.979286)"
Private Inspection Facility,PIF011358,DILLIN TIRE COMPANY,492 KENNEDY BLVD,BAYONNE,NJ,7002,2014365564,HUDSON,Auto Only,"492 KENNEDY BLVD
BAYONNE, NJ 07002
(40.663153, -74.125482)"
Emission Repair Facility,ERF003426,LITHIA PARAMUS-M LLC,755 ROUTE 17,PARAMUS,NJ,7652,2079872000,BERGEN,Auto Only,"755 ROUTE 17
PARAMUS, NJ 07652
(40.971982, -74.080415)"
